epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,2298.18,0.79214,4.38096,0.35539,0.52505,1.16959,0.95919,0.96324,0.98685,0.84656,0.81671,0.71837,0.70943,0.49146,0.67981,2.94165,0.08001,0.37183,1.07845,0.0094555,0.0094555,0.0094555
13,2482.25,0.78469,4.29924,0.35199,0.52273,1.16792,0.95306,0.96491,0.98738,0.8568,0.82989,0.73015,0.74036,0.54078,0.65927,2.7098,0.08546,0.37205,1.05435,0.009406,0.009406,0.009406
14,2666.21,0.7766,4.2102,0.34636,0.5139,1.16319,0.96825,0.96081,0.98831,0.86328,0.83106,0.74411,0.75927,0.5545,0.65124,2.5949,0.08167,0.36064,1.05279,0.0093565,0.0093565,0.0093565
15,2850.08,0.77066,4.07612,0.34076,0.5033,1.16104,0.95636,0.96606,0.988,0.85355,0.85785,0.75205,0.77785,0.56546,0.65549,2.49329,0.08051,0.35788,1.052,0.009307,0.009307,0.009307
16,3034.08,0.75794,4.04607,0.33921,0.49624,1.15476,0.95943,0.96875,0.98731,0.86314,0.8481,0.75798,0.78562,0.58988,0.65445,2.48246,0.08384,0.34362,1.0526,0.0092575,0.0092575,0.0092575
17,3218.19,0.76037,4.03496,0.33339,0.4975,1.15252,0.96625,0.96441,0.98878,0.8662,0.84162,0.7568,0.76937,0.5811,0.64405,2.49837,0.07682,0.34336,1.04713,0.009208,0.009208,0.009208
18,3403.3,0.75255,3.95525,0.32732,0.49445,1.14904,0.96155,0.96727,0.98887,0.86737,0.84479,0.77152,0.7844,0.59156,0.63121,2.40883,0.08327,0.34233,1.03966,0.0091585,0.0091585,0.0091585
19,3589.13,0.73977,3.87251,0.32201,0.48594,1.14068,0.96754,0.9658,0.98957,0.87465,0.84074,0.7728,0.78922,0.60463,0.61913,2.40981,0.0753,0.3338,1.02416,0.009109,0.009109,0.009109
20,3774.61,0.73982,3.87273,0.32057,0.48376,1.13904,0.96815,0.9717,0.99011,0.87764,0.83242,0.78778,0.80013,0.62134,0.61816,2.36726,0.07351,0.32463,1.02321,0.0090595,0.0090595,0.0090595
21,3959.37,0.7394,3.82651,0.31828,0.47921,1.14137,0.96772,0.96811,0.98902,0.87027,0.84246,0.77395,0.78379,0.60499,0.62119,2.35624,0.07454,0.33432,1.02584,0.00901,0.00901,0.00901
22,4144.65,0.73586,3.79136,0.31544,0.48011,1.13614,0.96948,0.97243,0.9901,0.88089,0.85643,0.78548,0.81195,0.63346,0.60407,2.24528,0.06906,0.31694,1.01388,0.0089605,0.0089605,0.0089605
23,4329.66,0.72782,3.75525,0.31205,0.47126,1.13041,0.96714,0.97323,0.98952,0.88053,0.83335,0.78262,0.79227,0.63169,0.60598,2.28333,0.06795,0.31827,1.01782,0.008911,0.008911,0.008911
24,4514.38,0.72752,3.71714,0.3074,0.47073,1.13027,0.96645,0.97023,0.9903,0.88507,0.85067,0.79867,0.81755,0.64973,0.5925,2.18253,0.06956,0.31086,1.00965,0.0088615,0.0088615,0.0088615
25,4698.86,0.73009,3.73376,0.30637,0.47067,1.1301,0.97021,0.97208,0.99042,0.88098,0.84816,0.79175,0.80026,0.63688,0.60065,2.23599,0.06456,0.31087,1.01384,0.008812,0.008812,0.008812
26,4883.54,0.72336,3.67825,0.30216,0.4627,1.12666,0.96948,0.9724,0.98988,0.88489,0.84107,0.79047,0.79749,0.64109,0.59004,2.24311,0.06701,0.30378,1.00592,0.0087625,0.0087625,0.0087625
27,5068.83,0.72278,3.58811,0.30033,0.45898,1.12493,0.97211,0.97106,0.99042,0.88729,0.85298,0.80771,0.82397,0.65519,0.58311,2.13271,0.06675,0.30139,0.99884,0.008713,0.008713,0.008713
28,5254.14,0.71575,3.50415,0.29825,0.4598,1.12285,0.96757,0.97439,0.99053,0.88914,0.84916,0.80177,0.81884,0.65918,0.57613,2.13919,0.06411,0.30306,0.9956,0.0086635,0.0086635,0.0086635
29,5439.37,0.72336,3.49044,0.29516,0.46041,1.12403,0.97056,0.97525,0.991,0.88879,0.84543,0.80626,0.81453,0.66082,0.57668,2.13156,0.06251,0.29823,0.99876,0.008614,0.008614,0.008614
30,5625,0.70857,3.46021,0.29675,0.45297,1.11753,0.97013,0.9717,0.99033,0.88935,0.85794,0.80597,0.82906,0.67079,0.57301,2.07171,0.06411,0.29765,0.99855,0.0085645,0.0085645,0.0085645
31,5810,0.70885,3.44112,0.29277,0.45428,1.12044,0.96931,0.97413,0.99049,0.89111,0.85536,0.81839,0.8301,0.67145,0.56746,2.0176,0.06318,0.29281,0.99184,0.008515,0.008515,0.008515
32,5995.98,0.70142,3.39995,0.2921,0.44915,1.11275,0.96804,0.97764,0.99035,0.89257,0.83726,0.8065,0.81611,0.66671,0.56999,2.11709,0.06186,0.29065,0.99363,0.0084655,0.0084655,0.0084655
33,6180.7,0.71133,3.41735,0.28838,0.45022,1.11734,0.96988,0.97387,0.99035,0.89104,0.85855,0.81609,0.83402,0.67779,0.57359,2.029,0.05997,0.29116,0.99578,0.008416,0.008416,0.008416
34,6368.08,0.702,3.35302,0.28902,0.44799,1.11587,0.96758,0.97478,0.9903,0.88896,0.84719,0.81737,0.82533,0.66911,0.56804,2.0486,0.06031,0.29434,0.99359,0.0083665,0.0083665,0.0083665
35,6553.17,0.70396,3.31942,0.28553,0.44429,1.11418,0.96622,0.97759,0.99012,0.89361,0.85344,0.80547,0.82555,0.67282,0.563,2.06492,0.06026,0.2923,0.99136,0.008317,0.008317,0.008317
36,6737.37,0.69908,3.30334,0.28305,0.44528,1.11218,0.96556,0.97659,0.99014,0.89343,0.85534,0.80652,0.82839,0.6775,0.56141,2.04515,0.05756,0.28889,0.98963,0.0082675,0.0082675,0.0082675
37,6922.51,0.69827,3.29885,0.28141,0.44161,1.11291,0.96515,0.97836,0.99002,0.89524,0.85787,0.81532,0.83821,0.68596,0.55822,1.99841,0.05742,0.28603,0.98718,0.008218,0.008218,0.008218
38,7107.92,0.68901,3.25526,0.27954,0.43896,1.1055,0.96923,0.97682,0.99014,0.89637,0.86078,0.81634,0.84257,0.69339,0.55855,1.98362,0.05842,0.28479,0.98834,0.0081685,0.0081685,0.0081685
39,7294.41,0.69264,3.25522,0.27707,0.44041,1.10894,0.96635,0.97829,0.99026,0.89768,0.86083,0.81942,0.84615,0.69735,0.55857,1.96768,0.05736,0.28303,0.98714,0.008119,0.008119,0.008119
40,7478.77,0.68819,3.24878,0.27728,0.43377,1.10421,0.97025,0.97732,0.99067,0.89975,0.86064,0.82334,0.84769,0.70123,0.55239,1.96279,0.05739,0.27985,0.98234,0.0080695,0.0080695,0.0080695
41,7663.38,0.68969,3.22062,0.2768,0.43625,1.10555,0.97098,0.97692,0.99086,0.90115,0.85725,0.82672,0.84622,0.70203,0.54924,1.95077,0.05618,0.27788,0.9813,0.00802,0.00802,0.00802
42,7848.45,0.68786,3.18289,0.27194,0.43585,1.10182,0.97219,0.97614,0.99089,0.90006,0.86498,0.82774,0.8513,0.7044,0.54782,1.92844,0.05518,0.27724,0.98049,0.0079705,0.0079705,0.0079705
43,8031.83,0.68936,3.19585,0.27229,0.43258,1.10655,0.97158,0.97634,0.99079,0.90086,0.85701,0.83053,0.84714,0.70482,0.54682,1.93361,0.0543,0.27495,0.97957,0.007921,0.007921,0.007921
44,8217.14,0.68963,3.22209,0.27149,0.43433,1.10731,0.97316,0.97512,0.99089,0.90098,0.85835,0.8312,0.84915,0.70566,0.54703,1.92495,0.05337,0.27385,0.97936,0.0078715,0.0078715,0.0078715
45,8402.05,0.6819,3.1262,0.2683,0.43301,1.1038,0.9717,0.9772,0.99077,0.90166,0.86007,0.83414,0.85233,0.70787,0.54587,1.90747,0.05307,0.27281,0.97864,0.007822,0.007822,0.007822
46,8586.55,0.68217,3.1111,0.2654,0.4297,1.10146,0.9738,0.97571,0.99089,0.90224,0.85934,0.83488,0.85345,0.71025,0.54405,1.90168,0.05251,0.27219,0.9771,0.0077725,0.0077725,0.0077725
47,8770.87,0.68492,3.14566,0.26485,0.43078,1.10086,0.9743,0.97669,0.99092,0.90222,0.86008,0.83604,0.85396,0.71219,0.54453,1.9072,0.0524,0.27227,0.97753,0.007723,0.007723,0.007723
48,8954.6,0.68151,3.12351,0.2662,0.42854,1.10163,0.97397,0.97707,0.99111,0.90235,0.86188,0.83517,0.85386,0.71263,0.54451,1.90264,0.05202,0.27222,0.97778,0.0076735,0.0076735,0.0076735
49,9138.7,0.67626,3.0886,0.2636,0.42753,1.09836,0.97332,0.97759,0.99113,0.90261,0.86568,0.83427,0.8556,0.71398,0.54489,1.88702,0.05129,0.27179,0.97793,0.007624,0.007624,0.007624
50,9324.48,0.6749,3.09057,0.26225,0.42501,1.09723,0.97373,0.97789,0.99123,0.90306,0.86714,0.8353,0.85691,0.71599,0.54359,1.87543,0.05112,0.2708,0.97727,0.0075745,0.0075745,0.0075745
51,9509.16,0.68292,3.1142,0.26244,0.42673,1.10092,0.97301,0.97866,0.99117,0.90344,0.8693,0.83568,0.85658,0.71657,0.54245,1.86875,0.05095,0.27041,0.97641,0.007525,0.007525,0.007525
52,9693.44,0.67236,3.04579,0.26073,0.42354,1.09688,0.97361,0.97827,0.99132,0.90349,0.86804,0.83659,0.85724,0.71786,0.54097,1.86226,0.05068,0.2694,0.97536,0.0074755,0.0074755,0.0074755
53,9878.68,0.67402,3.09216,0.25831,0.42735,1.09719,0.97373,0.97809,0.9913,0.90392,0.86871,0.83812,0.85819,0.71931,0.53894,1.85575,0.05038,0.26843,0.97401,0.007426,0.007426,0.007426
54,10062.9,0.67246,3.0234,0.25925,0.42101,1.09626,0.9746,0.97788,0.99132,0.90418,0.86824,0.8389,0.85897,0.72088,0.53922,1.84994,0.05005,0.26822,0.97405,0.0073765,0.0073765,0.0073765
55,10247.6,0.66858,3.00227,0.25625,0.41941,1.09454,0.97409,0.97784,0.99132,0.90433,0.86732,0.83965,0.85903,0.7222,0.53875,1.84759,0.04969,0.26816,0.97375,0.007327,0.007327,0.007327
56,10433.8,0.67118,3.01224,0.25586,0.42177,1.09647,0.97472,0.97786,0.99131,0.90459,0.86737,0.84011,0.85943,0.72303,0.53792,1.84492,0.04941,0.2677,0.97305,0.0072775,0.0072775,0.0072775
57,10619.3,0.66522,2.99242,0.25495,0.41701,1.09141,0.9746,0.97799,0.99135,0.90473,0.86738,0.84068,0.85998,0.72423,0.53769,1.84203,0.04912,0.26692,0.97281,0.007228,0.007228,0.007228
58,10805,0.66548,2.99631,0.25473,0.41304,1.09128,0.97545,0.97686,0.99135,0.90441,0.86771,0.84004,0.86029,0.72493,0.53768,1.83447,0.04885,0.26671,0.97272,0.0071785,0.0071785,0.0071785
59,10994,0.66488,2.97818,0.25274,0.4167,1.09101,0.97569,0.97676,0.99135,0.90484,0.86738,0.84016,0.86025,0.72551,0.53744,1.8272,0.04855,0.26645,0.97251,0.007129,0.007129,0.007129
60,11180.7,0.6654,2.99927,0.25065,0.41736,1.09203,0.97398,0.97786,0.99135,0.90505,0.86753,0.8426,0.86098,0.72595,0.53718,1.82375,0.04825,0.26591,0.97245,0.0070795,0.0070795,0.0070795
61,11366.5,0.65703,2.91879,0.24974,0.41133,1.08749,0.97509,0.97759,0.99135,0.90529,0.86859,0.84316,0.86325,0.72702,0.53742,1.8188,0.04808,0.26527,0.97257,0.00703,0.00703,0.00703
62,11552.2,0.65888,2.92286,0.24965,0.4106,1.08662,0.97459,0.9772,0.99114,0.90526,0.86627,0.84695,0.8647,0.72771,0.5374,1.81678,0.04772,0.26494,0.97264,0.0069805,0.0069805,0.0069805
63,11737.3,0.65908,2.89548,0.24902,0.40887,1.09076,0.9734,0.9781,0.99115,0.90476,0.86718,0.84708,0.86607,0.72875,0.53735,1.81272,0.04757,0.26474,0.9726,0.006931,0.006931,0.006931
64,11921.4,0.66049,2.91937,0.24903,0.4155,1.09178,0.97458,0.9772,0.99113,0.90512,0.8663,0.84631,0.86574,0.72923,0.53715,1.81097,0.04742,0.26432,0.97267,0.0068815,0.0068815,0.0068815
65,12107.8,0.66162,2.92069,0.24638,0.41432,1.09003,0.97507,0.97675,0.99105,0.90517,0.86586,0.84652,0.86534,0.72936,0.53659,1.80818,0.04728,0.26391,0.9725,0.006832,0.006832,0.006832
66,12293.9,0.65806,2.86773,0.24686,0.40931,1.0884,0.97539,0.97695,0.99109,0.90533,0.86535,0.8467,0.86549,0.72964,0.53647,1.80576,0.04721,0.26371,0.97236,0.0067825,0.0067825,0.0067825
67,12478.8,0.66093,2.90512,0.24655,0.41177,1.08773,0.97438,0.97707,0.99111,0.90548,0.86697,0.84772,0.86653,0.72957,0.5365,1.80346,0.04715,0.26365,0.97238,0.006733,0.006733,0.006733
68,12663.7,0.65073,2.85738,0.24413,0.40948,1.08329,0.97372,0.97823,0.99111,0.90562,0.86725,0.84754,0.8665,0.73008,0.53607,1.8008,0.04702,0.26352,0.97206,0.0066835,0.0066835,0.0066835
69,12849.1,0.65117,2.87516,0.24436,0.40321,1.08388,0.97417,0.9781,0.99111,0.90583,0.86735,0.84832,0.86685,0.73058,0.53566,1.7987,0.04691,0.26308,0.9716,0.006634,0.006634,0.006634
70,13034.8,0.65057,2.84941,0.24222,0.40673,1.08346,0.97399,0.97851,0.99114,0.90584,0.86728,0.84977,0.86782,0.73149,0.53463,1.79401,0.04677,0.2626,0.97083,0.0065845,0.0065845,0.0065845
71,13220.8,0.64881,2.81926,0.24244,0.40219,1.08239,0.97375,0.97951,0.99111,0.90609,0.86813,0.84988,0.86812,0.73274,0.5339,1.78984,0.04664,0.26219,0.97034,0.006535,0.006535,0.006535
72,13407.1,0.64447,2.82009,0.24119,0.40032,1.0778,0.97382,0.97912,0.99108,0.90606,0.86791,0.84964,0.86815,0.73329,0.53336,1.78837,0.04654,0.26151,0.96994,0.0064855,0.0064855,0.0064855
73,13592.5,0.64581,2.85129,0.24122,0.40197,1.07895,0.97341,0.97992,0.99104,0.90623,0.86829,0.85024,0.86846,0.73383,0.53283,1.78504,0.04644,0.26106,0.96945,0.006436,0.006436,0.006436
74,13778.4,0.64792,2.82053,0.24112,0.39849,1.08257,0.97341,0.97981,0.99101,0.90615,0.86861,0.85007,0.86844,0.73409,0.5325,1.78208,0.04628,0.26055,0.96905,0.0063865,0.0063865,0.0063865
75,13963.8,0.64678,2.81159,0.23968,0.40125,1.08376,0.97292,0.97995,0.991,0.9063,0.86914,0.85063,0.86898,0.73509,0.53203,1.77906,0.04611,0.26032,0.96868,0.006337,0.006337,0.006337
76,14149.7,0.64775,2.82318,0.23742,0.40338,1.07963,0.9728,0.98006,0.991,0.9064,0.87018,0.85079,0.86962,0.73536,0.53152,1.77697,0.04589,0.26003,0.96823,0.0062875,0.0062875,0.0062875
77,14335.3,0.65079,2.81738,0.23853,0.40349,1.08389,0.97354,0.98013,0.99108,0.90656,0.87005,0.8506,0.86968,0.73604,0.53109,1.77349,0.04576,0.25972,0.96802,0.006238,0.006238,0.006238
78,14520.4,0.64904,2.81695,0.23908,0.40511,1.08443,0.97379,0.97989,0.99109,0.90691,0.87023,0.85028,0.86977,0.73639,0.53084,1.77139,0.04566,0.25956,0.96781,0.0061885,0.0061885,0.0061885
79,14705.1,0.6419,2.76825,0.23657,0.39651,1.07942,0.97374,0.97989,0.99108,0.90699,0.87011,0.85015,0.86957,0.73673,0.53032,1.77043,0.04554,0.25919,0.96747,0.006139,0.006139,0.006139
80,14891.3,0.6428,2.77982,0.23592,0.39646,1.08048,0.97402,0.97967,0.9911,0.90695,0.87109,0.85015,0.87007,0.73741,0.52986,1.76765,0.04543,0.25898,0.96718,0.0060895,0.0060895,0.0060895
81,15076.6,0.63665,2.75816,0.23613,0.39622,1.0774,0.97401,0.97929,0.9911,0.90721,0.87193,0.85131,0.87067,0.73781,0.52955,1.76523,0.04527,0.25846,0.9669,0.00604,0.00604,0.00604
82,15262.3,0.63545,2.72757,0.23482,0.39716,1.07518,0.97426,0.97914,0.99124,0.90723,0.87273,0.851,0.87103,0.73846,0.529,1.76219,0.04515,0.25819,0.96652,0.0059905,0.0059905,0.0059905
83,15447.5,0.63309,2.73035,0.23442,0.39423,1.07389,0.97476,0.97925,0.99126,0.90759,0.8732,0.8522,0.87155,0.73901,0.5285,1.75914,0.04499,0.25803,0.96614,0.005941,0.005941,0.005941
84,15633,0.63499,2.71817,0.23298,0.39018,1.07369,0.97521,0.97848,0.99128,0.90772,0.87333,0.8521,0.87168,0.73968,0.52799,1.75618,0.04479,0.25767,0.96567,0.0058915,0.0058915,0.0058915
85,15818.4,0.63385,2.70489,0.23157,0.39134,1.07269,0.97529,0.97848,0.99131,0.90781,0.87363,0.85284,0.87213,0.74015,0.5274,1.75273,0.04472,0.25726,0.96516,0.005842,0.005842,0.005842
86,16003.4,0.63494,2.70584,0.23212,0.39364,1.07427,0.97535,0.97861,0.99137,0.90802,0.87423,0.8531,0.87252,0.74097,0.52733,1.74994,0.04466,0.25705,0.96507,0.0057925,0.0057925,0.0057925
87,16189.2,0.63772,2.72248,0.23271,0.39307,1.07436,0.97437,0.98028,0.99139,0.90794,0.87374,0.85261,0.87226,0.74187,0.52728,1.74679,0.04455,0.25667,0.96497,0.005743,0.005743,0.005743
88,16375.4,0.62739,2.66902,0.22992,0.38732,1.07155,0.97449,0.9804,0.9914,0.90796,0.87503,0.85336,0.87324,0.74256,0.52701,1.74192,0.04448,0.25656,0.96474,0.0056935,0.0056935,0.0056935
89,16561.1,0.63057,2.68737,0.23088,0.38865,1.07239,0.97418,0.98075,0.99142,0.90817,0.87544,0.85387,0.87378,0.74324,0.52654,1.73805,0.04438,0.25596,0.96437,0.005644,0.005644,0.005644
90,16745.9,0.63222,2.69616,0.23192,0.39354,1.07463,0.97392,0.98117,0.99145,0.90839,0.87695,0.85438,0.87437,0.74377,0.5258,1.7348,0.04429,0.25538,0.96383,0.0055945,0.0055945,0.0055945
91,16931.1,0.63156,2.67115,0.22939,0.39035,1.07374,0.97418,0.98103,0.99145,0.90857,0.87824,0.85387,0.87704,0.74454,0.52513,1.73089,0.04414,0.25517,0.96322,0.005545,0.005545,0.005545
92,17116.6,0.62911,2.68531,0.22934,0.38885,1.07271,0.97397,0.98066,0.9913,0.90874,0.87843,0.85417,0.87727,0.74504,0.52469,1.72836,0.04397,0.25477,0.96285,0.0054955,0.0054955,0.0054955
93,17301.3,0.62933,2.66863,0.23011,0.39017,1.07364,0.97404,0.98044,0.99131,0.90899,0.87854,0.85451,0.87812,0.74562,0.52425,1.72544,0.04382,0.2545,0.96258,0.005446,0.005446,0.005446
94,17486.8,0.63116,2.65481,0.22789,0.38656,1.07261,0.97372,0.98105,0.99129,0.90911,0.87904,0.85532,0.87885,0.74606,0.52399,1.72276,0.04372,0.2544,0.96234,0.0053965,0.0053965,0.0053965
95,17671.1,0.62621,2.63807,0.22846,0.38583,1.0701,0.9739,0.98117,0.9913,0.90933,0.8783,0.85682,0.87931,0.7472,0.52357,1.72006,0.04351,0.25419,0.96193,0.005347,0.005347,0.005347
96,17855.5,0.62712,2.63464,0.22725,0.38619,1.06872,0.97418,0.98083,0.99132,0.9096,0.87907,0.85655,0.88017,0.7478,0.52306,1.71668,0.04331,0.25413,0.96151,0.0052975,0.0052975,0.0052975
97,18040.1,0.62814,2.63132,0.22675,0.38808,1.07042,0.97429,0.98105,0.99129,0.9095,0.87878,0.85701,0.88018,0.748,0.52269,1.71409,0.04313,0.25394,0.96113,0.005248,0.005248,0.005248
98,18224.6,0.62031,2.61396,0.22752,0.38104,1.06648,0.97409,0.98028,0.99128,0.90955,0.8797,0.85784,0.88093,0.74832,0.52226,1.71261,0.04295,0.25379,0.9608,0.0051985,0.0051985,0.0051985
99,18409.4,0.62773,2.62765,0.2253,0.38548,1.06971,0.97367,0.98041,0.99131,0.91007,0.87933,0.85771,0.88095,0.74963,0.52178,1.71023,0.04275,0.25339,0.96053,0.005149,0.005149,0.005149
100,18593.6,0.62234,2.62114,0.22711,0.3795,1.06867,0.97361,0.98053,0.99134,0.91051,0.87965,0.85842,0.88148,0.74982,0.52127,1.70742,0.04259,0.25292,0.96008,0.0050995,0.0050995,0.0050995
101,18777.9,0.61892,2.59425,0.22567,0.38295,1.06488,0.97368,0.98058,0.99133,0.91077,0.87989,0.85847,0.8818,0.7508,0.52079,1.70365,0.04247,0.25265,0.95974,0.00505,0.00505,0.00505
102,18963.3,0.62425,2.6006,0.22442,0.38489,1.06822,0.97503,0.98002,0.99136,0.91061,0.88029,0.85889,0.88221,0.75132,0.52025,1.70118,0.04232,0.25224,0.95936,0.0050005,0.0050005,0.0050005
103,19147.2,0.6194,2.59581,0.22463,0.3802,1.06821,0.97465,0.9804,0.99136,0.91064,0.88067,0.85912,0.88255,0.75174,0.5199,1.69915,0.04219,0.25202,0.95913,0.004951,0.004951,0.004951
104,19331.9,0.61943,2.5832,0.22434,0.38191,1.06812,0.97442,0.98072,0.99136,0.91078,0.88124,0.85848,0.88295,0.75221,0.51934,1.69577,0.04204,0.25166,0.9588,0.0049015,0.0049015,0.0049015
105,19516.5,0.61563,2.56596,0.22571,0.37763,1.06437,0.97456,0.98111,0.99138,0.91077,0.8813,0.85869,0.88288,0.75283,0.5191,1.69234,0.04191,0.25145,0.95852,0.004852,0.004852,0.004852
106,19700.9,0.61556,2.55113,0.22251,0.37864,1.06346,0.97431,0.98111,0.99137,0.91083,0.8827,0.86002,0.88368,0.75305,0.5187,1.68882,0.04181,0.25119,0.95819,0.0048025,0.0048025,0.0048025
107,19886,0.61699,2.55701,0.22265,0.37672,1.06535,0.97419,0.98129,0.99138,0.91099,0.886,0.8595,0.88437,0.75454,0.51825,1.68623,0.04165,0.25077,0.9579,0.004753,0.004753,0.004753
108,20069.7,0.61443,2.5321,0.22148,0.37822,1.06444,0.97505,0.98106,0.99141,0.91124,0.88668,0.86027,0.88496,0.75482,0.51786,1.6832,0.04153,0.2507,0.95764,0.0047035,0.0047035,0.0047035
109,20254.4,0.6103,2.5194,0.22067,0.37222,1.06112,0.97492,0.9813,0.99144,0.91137,0.88708,0.86021,0.88503,0.75504,0.5172,1.68,0.04144,0.25035,0.95716,0.004654,0.004654,0.004654
110,20439,0.60982,2.5269,0.2224,0.37426,1.06058,0.97498,0.98117,0.99143,0.91174,0.8867,0.85995,0.88502,0.75534,0.51668,1.67692,0.04132,0.25004,0.95686,0.0046045,0.0046045,0.0046045
111,20624.2,0.60906,2.54483,0.2216,0.37697,1.06343,0.97503,0.98143,0.99142,0.91166,0.88672,0.86017,0.88521,0.75557,0.51633,1.67392,0.04117,0.24989,0.95669,0.004555,0.004555,0.004555
112,20809.5,0.6075,2.50521,0.22113,0.37232,1.05871,0.97519,0.98157,0.99144,0.91183,0.88719,0.86091,0.88533,0.7557,0.51588,1.67094,0.04107,0.24954,0.9564,0.0045055,0.0045055,0.0045055
113,20994.9,0.61284,2.51468,0.2196,0.37777,1.06185,0.97507,0.98179,0.99144,0.91188,0.88681,0.8604,0.88517,0.75631,0.51546,1.66814,0.04102,0.24948,0.95628,0.004456,0.004456,0.004456
114,21179.7,0.60661,2.5018,0.22073,0.37375,1.05895,0.97498,0.98169,0.99145,0.91189,0.88749,0.86066,0.88547,0.75689,0.51501,1.66527,0.04095,0.24925,0.95603,0.0044065,0.0044065,0.0044065
115,21363.8,0.60529,2.48581,0.21876,0.36962,1.06043,0.97532,0.98177,0.99145,0.91211,0.88793,0.85976,0.88525,0.75738,0.51432,1.66346,0.04092,0.24878,0.95559,0.004357,0.004357,0.004357
116,21547.5,0.60303,2.45545,0.21736,0.36864,1.05785,0.97528,0.98207,0.99147,0.91221,0.88778,0.86023,0.88565,0.75825,0.51363,1.66106,0.04086,0.24845,0.95516,0.0043075,0.0043075,0.0043075
117,21732,0.60929,2.49312,0.21715,0.37345,1.06174,0.97532,0.98205,0.99147,0.9124,0.88849,0.86091,0.88603,0.75912,0.51294,1.65786,0.04068,0.248,0.95466,0.004258,0.004258,0.004258
118,21917.4,0.60412,2.45959,0.21589,0.36973,1.05778,0.97484,0.98269,0.99147,0.91263,0.88868,0.86087,0.88605,0.7593,0.51247,1.65536,0.0405,0.24804,0.95439,0.0042085,0.0042085,0.0042085
119,22102.1,0.60312,2.43564,0.21788,0.36979,1.05932,0.97484,0.98257,0.9915,0.91265,0.88871,0.86078,0.88589,0.75967,0.51208,1.6528,0.04038,0.24767,0.95417,0.004159,0.004159,0.004159
120,22286.9,0.59935,2.44612,0.21707,0.36739,1.05587,0.97496,0.98255,0.99149,0.91265,0.88966,0.86121,0.88629,0.75992,0.51154,1.65028,0.04018,0.2474,0.95382,0.0041095,0.0041095,0.0041095
